source_id,original_path,classified_path,physical_filename,declared_filename,document_title,version,document_date,declared_owner,declared_status,sha256,file_size,file_type,authority_class,canonical_status,document_role,product_or_domain,vertical,supersedes,superseded_by,duplicate_of,conflicts_with,implementation_evidence,ingested_at,notes,batch
KLSRC-0084,docs/source/inbox/kitluy-suite-supabase-data-dictionary-v1.0.0.md,docs/source/data-contracts/kitluy-suite-supabase-data-dictionary-v1.0.0.md,kitluy-suite-supabase-data-dictionary-v1.0.0.md,kitluy-suite-supabase-data-dictionary-v1.0.0.md,KitLuy Suite Supabase Data Dictionary,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target dictionary and migration-validation contract; not implementation evidence,74b853766e1f3eaf7516bc8967bae0411bb19085ca7b35108be3b7948417da80,129323,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SUPABASE-IMPLEMENTATION-PACK-MEMBER,data,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0085,docs/source/inbox/kitluy-suite-supabase-edge-functions-contract-v1.0.0.md,docs/source/data-contracts/kitluy-suite-supabase-edge-functions-contract-v1.0.0.md,kitluy-suite-supabase-edge-functions-contract-v1.0.0.md,kitluy-suite-supabase-edge-functions-contract-v1.0.0.md,KitLuy Suite Supabase Edge Functions Contract,1.0.0,,,Canonical target Edge Function/API contract; not implementation evidence,49b3d0ec2ccaec057d77d132773cd0238beaf90a4e21f9089d4510cc08319763,12572,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SUPABASE-IMPLEMENTATION-PACK-MEMBER,data,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0086,docs/source/inbox/kitluy-suite-supabase-enum-and-reference-data-registry-v1.0.0.md,docs/source/data-contracts/kitluy-suite-supabase-enum-and-reference-data-registry-v1.0.0.md,kitluy-suite-supabase-enum-and-reference-data-registry-v1.0.0.md,kitluy-suite-supabase-enum-and-reference-data-registry-v1.0.0.md,KitLuy Suite Supabase Enum and Reference Data Registry,1.0.0,,,Canonical target registry; not implementation evidence,38aedc0480e9666e9670a013cbad7bbb31cbcf1460997e7b383fcfbc2c6abf76,15161,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SUPABASE-IMPLEMENTATION-PACK-MEMBER,data,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0087,docs/source/inbox/kitluy-suite-supabase-functions-rpc-and-triggers-v1.0.0.md,docs/source/data-contracts/kitluy-suite-supabase-functions-rpc-and-triggers-v1.0.0.md,kitluy-suite-supabase-functions-rpc-and-triggers-v1.0.0.md,kitluy-suite-supabase-functions-rpc-and-triggers-v1.0.0.md,"KitLuy Suite Supabase Functions, RPC and Triggers",1.0.0,,,Canonical target function/trigger contract; not implementation evidence,dec6045d734a09e840d96a8a5f6737d011957a9057a4ce52453218d6384c164c,16908,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SUPABASE-IMPLEMENTATION-PACK-MEMBER,data,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0088,docs/source/inbox/kitluy-suite-supabase-generated-types-policy-v1.0.0.md,docs/source/data-contracts/kitluy-suite-supabase-generated-types-policy-v1.0.0.md,kitluy-suite-supabase-generated-types-policy-v1.0.0.md,kitluy-suite-supabase-generated-types-policy-v1.0.0.md,KitLuy Suite Supabase Generated Types Policy,1.0.0,,backend/platform data team. Application teams consume a versioned package; they do not run ad-hoc production generation.,Canonical target type-generation and compatibility policy; not implementation evidence,cf4dcc53bf9847f5c75537b9afc991217d3b7c6298621d0dcce7ea51f654b910,7572,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SUPABASE-IMPLEMENTATION-PACK-MEMBER,data,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0089,docs/source/inbox/kitluy-suite-supabase-implementation-pack-v1.0.0.sha256,docs/source/data-contracts/kitluy-suite-supabase-implementation-pack-v1.0.0.sha256,kitluy-suite-supabase-implementation-pack-v1.0.0.sha256,,,1.0.0,,,,91d8bae6588eb9dc40de6d0f303765dbc9a6fc5a445fd9660693bd8012e16974,1233,text/plain (sha256 checksum list),CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,PACK-CHECKSUMS (Supabase implementation pack),data,,,,,,NONE,2026-07-26T16:00:00+07:00,Declared hashes differ from physical files for most members (files regenerated after checksum creation) — see inventory pack_manifest_discrepancies.,
KLSRC-0090,docs/source/inbox/kitluy-suite-supabase-realtime-publication-plan-v1.0.0.md,docs/source/data-contracts/kitluy-suite-supabase-realtime-publication-plan-v1.0.0.md,kitluy-suite-supabase-realtime-publication-plan-v1.0.0.md,kitluy-suite-supabase-realtime-publication-plan-v1.0.0.md,KitLuy Suite Supabase Realtime Publication Plan,1.0.0,,,Canonical target Realtime plan; not implementation evidence,d779b65f16fdbfba81fb83702ae24ca0bfccbc72311fd68fe245f393f4e29226,7622,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SUPABASE-IMPLEMENTATION-PACK-MEMBER,data,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0091,docs/source/inbox/kitluy-suite-supabase-seed-and-test-fixture-plan-v1.0.0.md,docs/source/data-contracts/kitluy-suite-supabase-seed-and-test-fixture-plan-v1.0.0.md,kitluy-suite-supabase-seed-and-test-fixture-plan-v1.0.0.md,kitluy-suite-supabase-seed-and-test-fixture-plan-v1.0.0.md,KitLuy Suite Supabase Seed and Test Fixture Plan,1.0.0,,,Canonical target seed/fixture contract; not implementation evidence,7266922a3dd3307e50cd018add4bbc4d67b90df560fb01a0e6673bd351d8df7f,10730,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SUPABASE-IMPLEMENTATION-PACK-MEMBER,data,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0092,docs/source/inbox/kitluy-suite-supabase-storage-metadata-contract-v1.0.0.md,docs/source/data-contracts/kitluy-suite-supabase-storage-metadata-contract-v1.0.0.md,kitluy-suite-supabase-storage-metadata-contract-v1.0.0.md,kitluy-suite-supabase-storage-metadata-contract-v1.0.0.md,KitLuy Suite Supabase Storage Metadata Contract,1.0.0,,,Canonical target metadata contract; not implementation evidence,d8c9b94703367acacfe04904d33c576d002225fbbf305f57f9d03a83efcfed74,7482,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SUPABASE-IMPLEMENTATION-PACK-MEMBER,data,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0093,docs/source/inbox/kitluy-suite-supabase-validation-and-database-qa-v1.0.0.md,docs/source/data-contracts/kitluy-suite-supabase-validation-and-database-qa-v1.0.0.md,kitluy-suite-supabase-validation-and-database-qa-v1.0.0.md,kitluy-suite-supabase-validation-and-database-qa-v1.0.0.md,KitLuy Suite Supabase Validation and Database QA,1.0.0,,,Canonical target validation plan; not implementation evidence,5b8fc9a755ed983f3e4ddd74ab39c116687919c5bb51c7a98346c10a13e8f28f,8545,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SUPABASE-IMPLEMENTATION-PACK-MEMBER,data,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0094,docs/source/inbox/kitluy-superseded-document-register-v1.0.0.md,docs/source/canonical/kitluy-superseded-document-register-v1.0.0.md,kitluy-superseded-document-register-v1.0.0.md,kitluy-superseded-document-register-v1.0.0.md,KitLuy Superseded Document Register,1.0.0,,HET / KitLuy Suite Project Owner,CANONICAL SUPERSESSION AND LEGACY CONTROL,209eb08f2de333fe6b355e70dc02a118b2ce4c8c4fedb3238429cee94eaf7a21,8660,text/markdown,MASTER-AUTHORITY,CANONICAL-CURRENT,SOURCE-OF-TRUTH-CONTROL-PACK,suite,,bootstrap recreation in docs/authority/ (commit 4a79f66),,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0095,docs/source/inbox/kitluy-support-access-and-consent-policy-v1.0.0.md,docs/source/security/kitluy-support-access-and-consent-policy-v1.0.0.md,kitluy-support-access-and-consent-policy-v1.0.0.md,kitluy-support-access-and-consent-policy-v1.0.0.md,KitLuy Support Access and Consent Policy,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,bc6808c7e6f2f3d038b34cbfa775a643d2426b5dcc8794d981d5b709b4b68133,9906,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SECURITY-POLICY,security,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0096,docs/source/inbox/kitluy-sync-conflict-resolution-policy-v1.0.0.md,docs/source/offline/kitluy-sync-conflict-resolution-policy-v1.0.0.md,kitluy-sync-conflict-resolution-policy-v1.0.0.md,kitluy-sync-conflict-resolution-policy-v1.0.0.md,KitLuy Sync Conflict Resolution Policy,1.0.0,,,Canonical target policy; not implementation evidence,e0a8c1fd86be049773011c367437c2cd62c2ea9f4446124c0e8b6ee68950e23d,12601,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,STORE-HUB-OFFLINE-PROTOCOL,edge,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0097,docs/source/inbox/kitluy-terminal-profile-contract-t1-t4-v1.0.0.md,docs/source/offline/kitluy-terminal-profile-contract-t1-t4-v1.0.0.md,kitluy-terminal-profile-contract-t1-t4-v1.0.0.md,kitluy-terminal-profile-contract-t1-t4-v1.0.0.md,KitLuy Terminal Profile Contract — T1 to T4,1.0.0,,,Canonical target contract; not implementation evidence,b9b0f942ec1512103fba6d500c8103228de47c9bd5b356936333f0f4e5a692a0,18934,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,TERMINAL-PROFILE-CONTRACT,edge,laundry,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0098,docs/source/inbox/kitluy-threat-model-phase1-v1.0.0.md,docs/source/security/kitluy-threat-model-phase1-v1.0.0.md,kitluy-threat-model-phase1-v1.0.0.md,kitluy-threat-model-phase1-v1.0.0.md,KitLuy Phase 1 Threat Model,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,a0aad0fd6a09528f81d78156a0f914aaa8ad8f3d0e79b5dbdc2467a1a10760e9,19001,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SECURITY-ASSESSMENT,security,laundry,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0099,docs/source/inbox/kitluy-transaction-and-booking-lifecycle-v1.0.0.md,docs/source/business-rules/kitluy-transaction-and-booking-lifecycle-v1.0.0.md,kitluy-transaction-and-booking-lifecycle-v1.0.0.md,kitluy-transaction-and-booking-lifecycle-v1.0.0.md,KitLuy Transaction and Booking Lifecycle,1.0.0,,,,80e60a6404b9407ad05f483dfb81ae215d4dc2e6b2b1f6272631585c2ddb5461,32432,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,CANONICAL-BUSINESS-RULES,business-rules,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0100,docs/source/inbox/kitluy-webhook-contract-registry-v1.0.0.md,docs/source/api-contracts/kitluy-webhook-contract-registry-v1.0.0.md,kitluy-webhook-contract-registry-v1.0.0.md,kitluy-webhook-contract-registry-v1.0.0.md,KitLuy Webhook Contract Registry,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,1312bc2fbd384219b8689a25812559070bdce8c120d7ed90740329fdbf630fef,13300,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,WEBHOOK-CONTRACT-REGISTRY,events,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0101,docs/source/inbox/manifest copy.json,docs/source/ui-ux/manifest copy.json,manifest copy.json,,,,,,,27cc37971ad989e301ae4e321201612a678be17c929a3589278ab976be4b7fab,3825,application/json,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,PACK-CHECKSUMS (UI/UX build pack),ui-ux,,,,,,NONE,2026-07-26T16:00:00+07:00,Declared sizes/hashes differ from physical files (regenerated after manifest creation). Physical filename contains a space + ' copy' suffix.,
KLSRC-0102,docs/source/inbox/manifest.json,docs/source/security/manifest.json,manifest.json,,,,,,,6b097e834c62b2ced64cba0d5af8798086199f8e930eb325f116e1c7b160e69a,1183,application/json,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,PACK-CHECKSUMS (Security pack),security,,,,,,NONE,2026-07-26T16:00:00+07:00,Declared sizes differ from physical files; declares a README.md (890B) that was overwritten by the API pack index in the flattened inbox.,
KLSRC-0103,docs/source/inbox/CODEOWNERS,docs/source/engineering/CODEOWNERS,CODEOWNERS,,KitLuy Suite CODEOWNERS,,,,,ff0cbefdff54c3394f378d9b1da071988db735364dabfdf95db3eafa0a15b216,2479,application/octet-stream,OWNER-INSTRUCTION,CANONICAL-CURRENT,REPOSITORY-GOVERNANCE-FILE,engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,Owner-supplied replacement candidate for the repo-root file of the same name; reconciliation recorded before adoption.,2026-07-26-2
KLSRC-0104,docs/source/inbox/CONTRIBUTING.md,docs/source/engineering/CONTRIBUTING.md,CONTRIBUTING.md,,Contributing to KitLuy Suite,,,,,98f0734b85369d71f00b296e51a8cc634e29199068c0da607553b4ee1cc41522,4644,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,REPOSITORY-GOVERNANCE-FILE,engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,Owner-supplied replacement candidate for the repo-root file of the same name; reconciliation recorded before adoption.,2026-07-26-2
KLSRC-0105,docs/source/inbox/PACKAGE_MANIFEST.txt,docs/source/infrastructure/PACKAGE_MANIFEST.txt,PACKAGE_MANIFEST.txt,,,,,,,638835125654edca55682b5c1720c7c53dcda5ac8d6435b7e006c3d1f5c40d6f,606,text/plain,CURRENT-INFRASTRUCTURE-SPECIFICATION,CANONICAL-CURRENT,PACK-INDEX (Infrastructure/Operations Pack),infrastructure,,,,,,NONE,2026-07-26T17:00:00+07:00,,2026-07-26-2
KLSRC-0106,docs/source/inbox/SECURITY.md,docs/source/engineering/SECURITY.md,SECURITY.md,,KitLuy Suite Security Policy,,,,,c8e3b53a2af856f4cd2ab4e7fc60ee1bd54d4a2537b8876276bfde567fb7f1df,4211,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,REPOSITORY-GOVERNANCE-FILE,engineering,,,,,,NONE,2026-07-26T17:00:00+07:00,Owner-supplied replacement candidate for the repo-root file of the same name; reconciliation recorded before adoption.,2026-07-26-2
KLSRC-0107,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/000_ACTIVE_PHASE.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/000_ACTIVE_PHASE.md,kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/000_ACTIVE_PHASE.md,,KitLuy Active Phase and Scope Fence,1.0.0,,,owner-locked roadmap position,54a55acab42f0d50c4e6909adbe156912078a15513b89959f0b9f85d5b8786a0,5183,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0108,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/000_BLOCKERS.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/000_BLOCKERS.md,kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/000_BLOCKERS.md,,KitLuy Blockers and Required Decisions,1.0.0,,,,62eb8cd4ffa1abb4e7fdc7e3a4b0c9cb078db9d72457db230bce0a3277260b63,3720,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0109,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/000_CURRENT_STATE.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/000_CURRENT_STATE.md,kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/000_CURRENT_STATE.md,,KitLuy Current Repository State,1.0.0,,,,b1a24d0c4517f54842c461f615ca17d5ca55b2e76246dd1d2f48ac71092c3695,5028,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0110,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/000_INDEX.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/000_INDEX.md,kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/000_INDEX.md,,KitLuy AI Handoff Index,1.0.0,,,,41c29a2b8d8a5ea6d624d6736dd005f9ff57cc15ffd220f557bfff86cc05fbad,4265,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0111,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/CONFLICT_TEMPLATE.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/CONFLICT_TEMPLATE.md,kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/CONFLICT_TEMPLATE.md,,KitLuy Documentation / Code Conflict Report,1.0.0,,decision/instruction,OPEN,39e98c3ee97ab6b452142443e403a44e345577c032bd8c9c8b3a97eaf6cbf982,2097,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0112,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/EVIDENCE_TEMPLATE.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/EVIDENCE_TEMPLATE.md,kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/EVIDENCE_TEMPLATE.md,,KitLuy Test and Deployment Evidence Record,1.0.0,,,,6006cbd5a8fd67250d4d2fbffbe0d7c5e668886ea12f4ffe7d63c3098f132ff4,3998,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0113,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/HANDOFF_TEMPLATE.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/HANDOFF_TEMPLATE.md,kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/HANDOFF_TEMPLATE.md,,KitLuy Task Handoff,1.0.0,,,HANDOFF_READY,bfac5a07789e1759c94a025a75448b5c1dfe1085a830da1ecac19840ad3f0b1b,2732,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0114,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/REVIEW_TEMPLATE.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/REVIEW_TEMPLATE.md,kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/REVIEW_TEMPLATE.md,,KitLuy Independent Review Record,1.0.0,,,,c62e88368d3f2a91a3d9a76ee057d96942380cb6128260a15b2c6367372d32ec,3392,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0115,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/ROLLBACK_TEMPLATE.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/ROLLBACK_TEMPLATE.md,kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/ROLLBACK_TEMPLATE.md,,KitLuy Change Rollback / Forward-Fix Record,1.0.0,,/operator,,93d70e4613c0c4fcbbd2bcb1a85a3d1e9e4105d9c8bf84b28891e6ff193f744e,2680,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0116,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/TASK_TEMPLATE.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/TASK_TEMPLATE.md,kitluy-ai-swarm-operating-system-v1.0.0/00_AI_HANDOFF/TASK_TEMPLATE.md,,KitLuy Work Package,1.0.0,,,DRAFT,2b47c9adb18f1d3afb82fd1f9e5f2a053da77dfb24d306e4fced67044526f38f,6185,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0117,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/AGENTS.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/AGENTS.md,kitluy-ai-swarm-operating-system-v1.0.0/AGENTS.md,,KitLuy Suite Agent Operating Contract,1.0.0,,,repository-root control document,5403bf7b4c88c3d8686d5a8f821c477a2a739f5d19afd8588a364813b2da8f03,10744,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0118,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/AI_SWARM_PACK_MANIFEST.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/AI_SWARM_PACK_MANIFEST.md,kitluy-ai-swarm-operating-system-v1.0.0/AI_SWARM_PACK_MANIFEST.md,,KitLuy AI Swarm Operating System — Delivery Manifest,1.0.0,,,,e3084ebdbe47b7503c0c988fd3204ef439e8e679b777101df18704ca69605ff3,2306,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0119,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/CLAUDE.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/CLAUDE.md,kitluy-ai-swarm-operating-system-v1.0.0/CLAUDE.md,,Claude Code Instructions — KitLuy Suite,1.0.0,,,,2441cec5b7f86f766f66eeeaa9243dcea56893126e30ad3a4950aa7827e798ba,4332,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0120,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/CONTRIBUTING.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/CONTRIBUTING.md,kitluy-ai-swarm-operating-system-v1.0.0/CONTRIBUTING.md,,Contributing to KitLuy Suite,1.0.0,,,,256eed0624b75c4e4f18c40ba47d07b61c118c7bd92ebcae30aa1e8314261061,5031,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0121,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/KIMI.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/KIMI.md,kitluy-ai-swarm-operating-system-v1.0.0/KIMI.md,,KIMI Swarm Instructions — KitLuy Suite,1.0.0,,,,9677051236f62e1563f973d1a5bb718641f40b169d8dad045edd6487d49bc51a,5766,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
KLSRC-0122,docs/source/inbox/kitluy-ai-swarm-operating-system-v1.0.0/PROJECT_HOME.md,docs/source/owner-instructions/kitluy-ai-swarm-operating-system-v1.0.0/PROJECT_HOME.md,kitluy-ai-swarm-operating-system-v1.0.0/PROJECT_HOME.md,,KitLuy Suite — Project Home,1.0.0,,,,d388599447b7271bbba8a8bb723fcaf8cb6793463f30c94dcde68b54e8ac4e60,5322,text/markdown,OWNER-INSTRUCTION,CANONICAL-CURRENT,AI-SWARM-OPERATING-SYSTEM,agent-operations,,,,,,NONE,2026-07-26T17:00:00+07:00,"Adoption for this repository (replacing repo-root CLAUDE.md / handoff templates) is a registered proposal, not applied silently — KLREC-2026-07-26-015.",2026-07-26-2
