Master Feature ID,Domain,Canonical KitLuy Capability,Primary Owner,Authority,Master Disposition,Earliest Phase,Phase Coverage,Source Platforms,Source Row Count,WooCommerce IDs,Toast IDs,Shopify IDs,Lightspeed IDs,Loyverse IDs,Source Classifications,Source Capability Names,Review Note,Owner Decision ID,Owner Decision Choice,Owner Decision Effective Date,Owner Decision,Owner Decision Rules
KLMF-FUL-011,FUL,"Shipping zones, classes and geographic matching",Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,WooCommerce,2,KLC-WC-067; KLC-WC-083,,,,,ECOMMERCE VERTICAL | ADOPT,Shipping zones and geographic matching | Shipping classes,,,,,,
KLMF-FUL-012,FUL,Two-level station→expediter fulfillment,Restaurant KDS client,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-059,,,,ADOPT,Two-level station→expediter fulfillment,,,,,,
KLMF-GOV-001,GOV,Competitor clone/reference status guardrail,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE REFERENCE-ONLY GUARDRAIL,Phase 4,Phase 4,Shopify,2,,,KLS-SH-007; KLS-SH-089,,,REJECT | ADAPT,Clone codename and architecture status | Shopify POS as retail reference only,,,,,,
KLMF-GOV-002,GOV,Digital Store and Store Location separation,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Shopify",3,KLC-WC-009,KST-004,KLS-SH-003,,,ALREADY OWNER-LOCKED | ALREADY KITLUY-LOCKED,Digital Store and Store Location separation | Digital Store vs Store Location,,,,,,
KLMF-GOV-003,GOV,Digital Store control plane,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Shopify, Lightspeed, Loyverse",5,KLC-WC-010,KST-003,KLS-SH-001,KLS-LS-001,KL-LV-004,ALREADY OWNER-LOCKED | ALREADY KITLUY-LOCKED | KEEP KITLUY,Digital Store control plane,,,,,,
KLMF-GOV-004,GOV,Digital Store operating-system identity,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Loyverse",3,KLC-WC-031,KST-001,,,KL-LV-001,ALREADY OWNER-LOCKED | KEEP KITLUY,Digital Store operating-system identity | Product identity,,,,,,
KLMF-GOV-005,GOV,"Do not copy competitor plans, gates or commercial limits",kitluy-admin-portal,PLANNING CANDIDATE,REJECT / ARCHITECTURAL GUARDRAIL,Unresolved,Unresolved,Shopify,1,,,KLS-SH-111,,,REJECT,"Exact Shopify plans, gates and limits",,,,,,
KLMF-GOV-006,GOV,"Feature flags, entitlements and plan controls",kitluy-admin-portal,APPROVED TARGET,APPROVED BASE + OWNER DECISION FOR OPTIONAL DEPTH,Phase 1,Phase 1,"WooCommerce, Shopify, Loyverse",3,KAD-WC-017,,KLS-SH-006,,KL-LV-008,KEEP KITLUY | CORE CANDIDATE | NEEDS OWNER DECISION,"Add-ons, plans and entitlements | Feature flags and entitlements | Free core and paid add-ons",Review source-level classifications before activation.,,,,,
KLMF-GOV-007,GOV,HET Admin control plane,kitluy-admin-portal,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,"WooCommerce, Toast, Loyverse",3,KAD-WC-009,KST-011,,,KL-LV-012,KEEP KITLUY,HET Admin Portal | Admin control plane | HET Admin operations,,,,,,
KLMF-GOV-008,GOV,KitLuy SaaS subscription billing,kitluy-admin-portal,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,WooCommerce,1,KAD-WC-010,,,,,KEEP KITLUY,KitLuy SaaS subscriptions,,,,,,
KLMF-GOV-009,GOV,Location groups and targeted publication,kitluy-chain-portal,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2 foundation; through Phase 4,Lightspeed,1,,,,KLS-LS-075,,CORE CANDIDATE,Location groups and publication targets,,,,,,
KLMF-GOV-010,GOV,Managed SaaS operating and upgrade responsibility,kitluy-admin-portal,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Shopify",3,KAD-WC-007,KST-008,KLS-SH-008,,,KEEP KITLUY | ADAPT,Hosted SaaS as the normal operating model | Hosted SaaS responsibility | Managed SaaS upgrade model,,,,,,
KLMF-GOV-011,GOV,Multi-store and Chain governance,kitluy-chain-portal,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1 foundation; through Phase 2,"WooCommerce, Toast, Loyverse",3,KCH-WC-001,KST-006,,,KL-LV-007,KEEP KITLUY,Multi-store and Chain governance | Multi-store and chain governance,,,,,,
KLMF-GOV-012,GOV,One Digital Store with multiple Store Locations,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KLC-WC-011,,,,,ALREADY OWNER-LOCKED,One Digital Store with multiple Locations,,,,,,
KLMF-GOV-013,GOV,One Store / one primary vertical guardrail,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED GUARDRAIL,Phase 1,Phase 1,"WooCommerce, Toast, Shopify, Lightspeed, Loyverse",5,KLC-WC-033,KST-005,KLS-SH-002,KLS-LS-002,KL-LV-003,KEEP KITLUY | REJECT,"One Store belongs to one primary vertical | One Store, one vertical | One Store / one primary vertical | Vertical architecture",,,,,,
KLMF-GOV-014,GOV,Online-only Digital Store launch,kitluy-partner-portal,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KPP-WC-004,,,,,ALREADY OWNER-LOCKED,Online-only Partner launch,,,,,,
KLMF-GOV-015,GOV,Partner back-office product surface,kitluy-partner-portal,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-012,,,,UX IMPROVEMENT,Partner back office,,,,,,
KLMF-GOV-016,GOV,Prohibit duplicate Manager application,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,REJECT / ARCHITECTURAL GUARDRAIL,Phase 2,Phase 2,Toast,1,,KST-024,,,,REJECT,Duplicate Manager App,,,,,,
KLMF-GOV-017,GOV,Prohibit generic Retail model from replacing regulated vertical deltas,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,PRESERVE / DEEPEN KITLUY TARGET,Unresolved,Unresolved,Lightspeed,1,,,,KLS-LS-080,,KEEP KITLUY,Generic Retail model for Pharmacy/Grocery/Supermarket,,,,,,
KLMF-GOV-018,GOV,"Vertical roadmap, primary wedge and phase sequencing",Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Loyverse",3,KLC-WC-032,KST-002,,,KL-LV-002,KEEP KITLUY,Locked eight-phase vertical roadmap | Vertical sequence | Primary wedge,,,,,,
KLMF-INT-001,INT,Included essential API access with paid advanced capacity,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 3,Phase 3 and later,Lightspeed,1,,,,KLS-LS-078,,NEEDS OWNER DECISION,API access paywall as default,"Owner-confirmed B on 2026-07-24: Include essential first-party, Edge, Partner-data, export and basic connector API access; monetize advanced capacity, bulk operations, extra connectors, developer environments, premium support or dedicated SLA.",KLD-2026-07-24-001,B,2026-07-24,"Include essential first-party, Edge, Partner-data, export and basic connector API access; monetize advanced capacity, bulk operations, extra connectors, developer environments, premium support or dedicated SLA.",Security scopes and abuse controls are independent of pricing; Store Hub and terminal operations must never be commercially throttled.
KLMF-INT-002,INT,"Governed application, extension and theme platform with deferred public marketplace",Integration Hub / Developer Platform,OWNER-LOCKED,"PHASED: APPROVED FOUNDATION, DEFERRED DEPTH",Phase 3,Phase 3 foundation; public marketplace post-Phase 3,"WooCommerce, Shopify",4,KAD-WC-018; KAD-WC-019,,KLS-SH-035; KLS-SH-106,,,DEFER | NEEDS OWNER DECISION,Extensions Marketplace launch | Marketplace revenue share | Theme marketplace | App/theme marketplace and revenue share,Owner-confirmed B on 2026-07-24: Build governed first-party/private extension and theme foundations in Phase 3; defer an open public marketplace and revenue-sharing program until post-Phase 3 stability.,KLD-2026-07-24-001,B,2026-07-24,Build governed first-party/private extension and theme foundations in Phase 3; defer an open public marketplace and revenue-sharing program until post-Phase 3 stability.,"Public launch requires signing, isolation, review, compatibility, billing/tax, privacy, support, incident response and revocation readiness; no revenue-share percentage is approved."
KLMF-INT-003,INT,"Capital, lending and adjacent fintech",Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,REJECT / ARCHITECTURAL GUARDRAIL,Unresolved,Unresolved,Shopify,1,,,KLS-SH-112,,,REJECT,"Capital, lending and adjacent fintech",,,,,,
KLMF-INT-004,INT,Connector and extension isolation,Store Hub / kitluy-hub-agent,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 3,Phase 3,Loyverse,1,,,,,KL-LV-092,KEEP KITLUY,Connector and extension isolation,,,,,,
KLMF-INT-005,INT,Connector API,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KCA-WC-001,,,,,ALREADY OWNER-LOCKED,Connector API,,,,,,
KLMF-INT-006,INT,Connector mapping and dead letter,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,Toast,1,,KST-065,,,,ALREADY KITLUY-LOCKED,Connector mapping and dead letter,,,,,,
KLMF-INT-007,INT,"Connector review, certification and lifecycle",Integration Hub / Connector Platform,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1 foundation; through Phase 3,"Shopify, Lightspeed",2,,,KLS-SH-099,KLS-LS-065,,DEVELOPER PLATFORM | ADAPT,Connector API certification | Application review and connector certification,,,,,,
KLMF-INT-008,INT,Cursor pagination and rate limits,Integration Hub / Developer Platform,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Unresolved,Unresolved,Loyverse,1,,,,,KL-LV-090,CORE CANDIDATE,Cursor pagination and rate limits,,,,,,
KLMF-INT-009,INT,Date-based versions and support windows,Integration Hub / Developer Platform,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,Lightspeed,1,,,,KLS-LS-063,,ADOPT,Date-based versions and support windows,,,,,,
KLMF-INT-010,INT,"Durable job framework, queues, retry and dead-letter operations",Integration Hub / Developer Platform,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,4,KID-WC-002; KID-WC-003; KID-WC-004; KID-WC-005,,,,,ALREADY OWNER-LOCKED,"Dead-letter, cancellation and monitoring | Durable job framework | Named queues and scheduled jobs | Retry, uniqueness, idempotency and failure history",,,,,,
KLMF-INT-011,INT,"Durable jobs, retries, dead-letter and replay",Integration Hub / Developer Platform,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"Toast, Shopify",2,,KST-104,KLS-SH-107,,,ALREADY KITLUY-LOCKED | CORE CANDIDATE,Durable jobs and retries | Durable jobs and dead-letter handling,,,,,,
KLMF-INT-012,INT,Edge Operations API,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KEO-WC-001,,,,,ALREADY OWNER-LOCKED,Edge Operations API,,,,,,
KLMF-INT-013,INT,External channels as governed projections,Integration Hub / Connector Platform,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1 foundation; through Phase 3,"WooCommerce, Shopify, Lightspeed",3,KLC-WC-006,,KLS-SH-004,KLS-LS-005,,ALREADY OWNER-LOCKED | ALREADY KITLUY-LOCKED,One authoritative KitLuy catalog | External channel projection authority | External channels as projections,,,,,,
KLMF-INT-014,INT,External delivery connectors,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,WooCommerce,1,KCA-WC-008,,,,,HORIZONTAL AFTER PHASE 3,External delivery connectors,,,,,,
KLMF-INT-015,INT,Governed extension targets and sandboxed runtime,Integration Hub / Developer Platform,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1 foundation; through Phase 3,"WooCommerce, Shopify",5,KID-WC-012; KID-WC-019,,KLS-SH-036; KLS-SH-050; KLS-SH-104,,,ALREADY OWNER-LOCKED | ADAPT | KEEP KITLUY | DEVELOPER PLATFORM,WooCommerce actions and filters as inspiration | Event subscriptions and sandboxed runtime limits | Presentation sandbox and business-rule boundary | Checkout extension targets | Sandboxed Functions at defined targets,,,,,,
KLMF-INT-016,INT,Governed sales-channel connection,Integration Hub / Connector Platform,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KID-WC-008,,,,,ALREADY OWNER-LOCKED,Governed channel connection,,,,,,
KLMF-INT-017,INT,Governed workflow automation,Integration Hub / Developer Platform,PLANNING CANDIDATE,DEFER,Phase 3,Phase 3,Shopify,1,,,KLS-SH-105,,,DEFER,Flow-style automation,,,,,,
KLMF-INT-018,INT,Idempotency and auditability,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,All phases,All phases,Loyverse,1,,,,,KL-LV-093,KEEP KITLUY,Idempotency and auditability,,,,,,
KLMF-INT-019,INT,Management API,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KMA-WC-001,,,,,ALREADY OWNER-LOCKED,Management API,,,,,,
KLMF-INT-020,INT,Management API maturity,Management API,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 3,Phase 3,Shopify,1,,,KLS-SH-096,,,DEVELOPER PLATFORM,Management API maturity,,,,,,
KLMF-INT-021,INT,Operational events flow back to KitLuy,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KEO-WC-002,,,,,KEEP KITLUY,Operational events flow back to KitLuy,,,,,,
KLMF-INT-022,INT,Prohibit direct database access and arbitrary in-process extensions,Integration Hub / Developer Platform,OWNER-LOCKED,REJECT / ARCHITECTURAL GUARDRAIL,Unresolved,Unresolved,WooCommerce,1,KLC-WC-093,,,,,REJECT,Direct production database access,,,,,,
KLMF-INT-023,INT,"Prohibit unversioned hooks, direct database access and arbitrary in-path code",Integration Hub / Developer Platform,OWNER-LOCKED,REJECT / ARCHITECTURAL GUARDRAIL,All phases,All phases,"WooCommerce, Toast",3,KLC-WC-096; KID-WC-025,KST-115,,,,REJECT,Generic EAV/meta as financial truth | Unversioned hooks and arbitrary callback mutation | Direct DB access or arbitrary in-path code,,,,,,
KLMF-INT-024,INT,Public resource API,Integration Hub / Developer Platform,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,Loyverse,1,,,,,KL-LV-086,CORE CANDIDATE,Public resource API,,,,,,
KLMF-INT-025,INT,"Rate limits, Retry-After and request IDs",Integration Hub / Developer Platform,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,Lightspeed,1,,,,KLS-LS-064,,ADOPT,"Rate limits, Retry-After and request IDs",,,,,,
KLMF-INT-026,INT,Reject page-traffic-dependent scheduling,Integration Hub / Developer Platform,OWNER-LOCKED,REJECT / ARCHITECTURAL GUARDRAIL,Unresolved,Unresolved,WooCommerce,1,KID-WC-024,,,,,REJECT,Page-traffic-dependent scheduling,,,,,,
KLMF-INT-027,INT,"Resource groups, pagination and filtering",Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,WooCommerce,1,KMA-WC-006,,,,,ADAPT,"Resource groups, pagination and filtering",,,,,,
KLMF-INT-028,INT,"Retries, dead-letter and endpoint suspension",KitLuy AI Gateway / MCP / RAG,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,WooCommerce,1,KCA-WC-006,,,,,ADOPT,"Retries, dead-letter and endpoint suspension",,,,,,
KLMF-INT-029,INT,Scheduled cleanup and retention jobs,Integration Hub / Developer Platform,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,WooCommerce,1,KID-WC-023,,,,,ADAPT,Daily cleanup and retention,,,,,,
KLMF-INT-030,INT,"Signed webhooks, retries and failure history",Integration Hub / Developer Platform,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1 foundation; through Phase 3,Lightspeed,1,,,,KLS-LS-066,,CORE CANDIDATE,"Signed webhooks, retries and failure history",,,,,,
KLMF-INT-031,INT,Soft deletion,Shared Suite Governance & KitLuy Core,UNRESOLVED,ADOPT / ADAPT CANDIDATE,Unresolved,Unresolved,Loyverse,1,,,,,KL-LV-091,ADAPT,Soft deletion,,,,,,
KLMF-INT-032,INT,Transactional outbox,Integration Hub / Developer Platform,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,WooCommerce,1,KLC-WC-012,,,,,CORE CANDIDATE,Transactional outbox,,,,,,
KLMF-INT-033,INT,Versioned domain events and webhook contracts,Integration Hub / Developer Platform,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Lightspeed, Loyverse",5,KID-WC-009; KID-WC-011,KST-103,,KLS-LS-007,KL-LV-089,ALREADY OWNER-LOCKED | ALREADY KITLUY-LOCKED | KEEP KITLUY,"Event scope, idempotency and audit | Versioned tenant-scoped domain events | Versioned domain events and webhooks | Versioned domain events and durable jobs | Webhooks and domain events",,,,,,
KLMF-INT-034,INT,"Webhook subscriptions, HMAC signing and delivery history",KitLuy AI Gateway / MCP / RAG,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,WooCommerce,1,KCA-WC-007,,,,,ADOPT,"Webhook subscriptions, HMAC signing and delivery history",,,,,,
KLMF-INT-035,INT,"Webhooks with HMAC, retry and replay",Integration Hub / Developer Platform,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,Shopify,1,,,KLS-SH-101,,,CORE CANDIDATE,"Webhooks with HMAC, retry and replay",,,,,,
KLMF-INV-001,INV,Append-only financial events and inventory reconciliation,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KHB-WC-006,,,,,KEEP KITLUY,Append-only financial events and inventory reconciliation,,,,,,
KLMF-INV-002,INV,Append-only inventory movement ledger and derived balances,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1 foundation; through Phase 4,"Toast, Shopify, Lightspeed, Loyverse",4,,KST-091,KLS-SH-068,KLS-LS-023,KL-LV-058,KEEP KITLUY | CORE CANDIDATE,Append-only stock movements | Movement ledger and derived balances | Append-only stock movements and derived balances | Append-only stock movement ledger,,,,,,
KLMF-INV-003,INV,"Batch, lot, expiry, FEFO and recall controls",Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,PRESERVE / DEEPEN KITLUY TARGET,Unresolved,Unresolved,Shopify,1,,,KLS-SH-070,,,KEEP KITLUY,"Purchasing, batch/expiry, FEFO and regulated gaps",,,,,,
KLMF-INV-004,INV,"Channel-owned inventory, customer, payment or finance truth",Shared Suite Governance & KitLuy Core,OWNER-LOCKED,REJECT / ARCHITECTURAL GUARDRAIL,Unresolved,Unresolved,WooCommerce,1,KCA-WC-009,,,,,REJECT,"Channel-owned inventory, customer, payment or finance truth",,,,,,
KLMF-INV-005,INV,"Download permissions, expiry and limits",Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,WooCommerce,1,KFS-WC-003,,,,,ADOPT,"Download permissions, expiry and limits",,,,,,
KLMF-INV-006,INV,External channel owns order/customer/inventory/payment truth,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,REJECT / ARCHITECTURAL GUARDRAIL,All phases,All phases,Toast,1,,KST-116,,,,REJECT,External channel owns order/customer/inventory/payment truth,,,,,,
KLMF-INV-007,INV,"Full, cycle and blind counts",kitluy-partner-portal,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 4,Phase 4,Lightspeed,1,,,,KLS-LS-030,,ALREADY LATER-PHASE TARGET,"Full, cycle and blind counts",,,,,,
KLMF-INV-008,INV,Inventory and capacity reservation lifecycle,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,"PHASED: APPROVED FOUNDATION, DEFERRED DEPTH",Phase 1,Phase 1 foundation; through Phase 3,"WooCommerce, Toast, Shopify, Lightspeed",7,KLC-WC-004; KLC-WC-013; KLC-WC-016; KLC-WC-017,KST-098,KLS-SH-047,KLS-LS-025,,ALREADY OWNER-LOCKED | DEFER | ALREADY KITLUY-LOCKED,Stock and capacity reservation | Channel reservation and Location allocation | Overselling prevention | Reservation expiry and release on failure/cancel | Reservations | Stock reservation lifecycle | Reservations and available-to-promise,,,,,,
KLMF-INV-009,INV,"Inventory condition states: in-transit, damaged and quarantined",Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1 foundation; through Phase 3,"WooCommerce, Loyverse",2,KLC-WC-055,,,,KL-LV-065,ALREADY OWNER-LOCKED | KEEP KITLUY,"In transit, damaged and quarantined | Waste, damage and quarantine",,,,,,
KLMF-INV-010,INV,Inventory costing and valuation,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 4,Loyverse,3,,,,,KL-LV-061; KL-LV-080; KL-LV-062,CORE CANDIDATE | UX IMPROVEMENT,Moving-average cost | Inventory valuation | Low-stock alerts and valuation,,,,,,
KLMF-INV-011,INV,"Inventory counts, adjustments and reconciliation",Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-060,UX IMPROVEMENT,"Transfers, counts and adjustments",,,,,,
KLMF-INV-012,INV,Inventory transfers between Locations,Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 4,Phase 4 foundation; through Phase 7,"Shopify, Lightspeed",3,,,KLS-SH-069,KLS-LS-029; KLS-LS-031,,ALREADY LATER-PHASE TARGET,"Transfers, receiving and counts | Stock transfers with in-transit state | Reorder points and suggested purchasing/transfers",,,,,,
KLMF-INV-013,INV,KitLuy inventory authority,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KLC-WC-014,,,,,KEEP KITLUY,KitLuy inventory authority,,,,,,
KLMF-INV-014,INV,Labels,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 4,Loyverse,1,,,,,KL-LV-063,UX IMPROVEMENT,Labels,,,,,,
KLMF-INV-015,INV,Location-aware inventory states,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 4,Phase 4,Shopify,1,,,KLS-SH-067,,,RETAIL FOUNDATION,Location-aware inventory states,,,,,,
KLMF-INV-016,INV,Offline inventory behavior and reconnect reconciliation,Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,WooCommerce,1,KHB-WC-005,,,,,KEEP KITLUY,Offline inventory behavior and reconnect reconciliation,,,,,,
KLMF-INV-017,INV,"On hand, reserved, available and committed",Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KLC-WC-015,,,,,ALREADY OWNER-LOCKED,"On hand, reserved, available and committed",,,,,,
KLMF-INV-018,INV,Per-Location inventory states and availability,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1 foundation; through Phase 4,"WooCommerce, Lightspeed",2,KLC-WC-038,,,KLS-LS-024,,ALREADY OWNER-LOCKED | ALREADY LATER-PHASE TARGET,Location inventory and service-capacity allocation | Per-Location stock states,,,,,,
KLMF-INV-019,INV,"Product, variant, price, inventory and availability mapping",Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,WooCommerce,1,KCA-WC-004,,,,,CORE CANDIDATE,"Product, variant, price, inventory and availability mapping",,,,,,
KLMF-INV-020,INV,Purchase-order lifecycle,kitluy-partner-portal,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 4,Phase 4,Lightspeed,1,,,,KLS-LS-026,,ALREADY LATER-PHASE TARGET,Purchase-order lifecycle,,,,,,
KLMF-INV-021,INV,"Recipes, BOM and component depletion",Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,"Toast, Lightspeed",2,,KST-092,,KLS-LS-051,,ALREADY PHASE 2 TARGET,"Recipes and ingredient depletion | Recipes, ingredient depletion, waste and food cost",,,,,,
KLMF-INV-022,INV,Serial-number tracking,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 6,Phase 6,Lightspeed,1,,,,KLS-LS-018,,LATER VERTICAL REUSE,Serial-number tracking,,,,,,
KLMF-INV-023,INV,Stale channel stock presented as live,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,REJECT / ARCHITECTURAL GUARDRAIL,Unresolved,Unresolved,WooCommerce,1,KCA-WC-011,,,,,REJECT,Stale channel stock presented as live,,,,,,
KLMF-INV-024,INV,Supplier-item mapping,kitluy-partner-portal,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 4,Phase 4,Lightspeed,1,,,,KLS-LS-021,,RETAIL FOUNDATION,Supplier-item mapping,,,,,,
KLMF-INV-025,INV,"Suppliers, purchase orders and receiving",Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1 foundation; through Phase 4,"Toast, Lightspeed, Loyverse",3,,KST-095,,KLS-LS-027,KL-LV-059,KEEP KITLUY | ADOPT | UX IMPROVEMENT,"Purchasing and receiving | Partial receiving and discrepancy workflow | Suppliers, POs and receiving",,,,,,
KLMF-INV-026,INV,"Sync queues, inventory/capacity freshness and finance reconciliation",Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KPP-WC-005,,,,,ALREADY OWNER-LOCKED,"Sync queues, inventory/capacity freshness and finance reconciliation",,,,,,
KLMF-INV-027,INV,"Waste, spoilage and variance recording",Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,Toast,1,,KST-094,,,,ALREADY PHASE 2 TARGET,Waste,,,,,,
